DATE,MORTGAGE30US,RRVRUSQ156N,CPIAUCSL
2009-01-24,5.12,10.1,211.933
2009-01-31,5.1,10.1,211.933
2009-02-03,5.1,10.1,212.705
2009-02-07,5.25,10.1,212.705
2009-02-14,5.16,10.1,212.705
2009-02-21,5.04,10.1,212.705
2009-02-28,5.07,10.1,212.705
2009-03-03,5.07,10.1,212.495
2009-03-07,5.15,10.1,212.495
2009-03-14,5.03,10.1,212.495
2009-03-21,4.98,10.1,212.495
2009-03-28,4.85,10.1,212.495
2009-04-03,4.85,10.6,212.709
2009-04-04,4.78,10.6,212.709
2009-04-11,4.87,10.6,212.709
2009-04-18,4.82,10.6,212.709
2009-04-25,4.8,10.6,212.709
2009-05-02,4.78,10.6,212.709
2009-05-03,4.78,10.6,213.022
2009-05-09,4.84,10.6,213.022
2009-05-16,4.86,10.6,213.022
2009-05-23,4.82,10.6,213.022
2009-05-30,4.91,10.6,213.022
2009-06-03,4.91,10.6,214.79
2009-06-06,5.29,10.6,214.79
2009-06-13,5.59,10.6,214.79
2009-06-20,5.38,10.6,214.79
2009-06-27,5.42,10.6,214.79
2009-07-03,5.42,11.1,214.726
2009-07-04,5.32,11.1,214.726
2009-07-11,5.2,11.1,214.726
2009-07-18,5.14,11.1,214.726
2009-07-25,5.2,11.1,214.726
2009-08-01,5.25,11.1,214.726
2009-08-03,5.25,11.1,215.445
2009-08-08,5.22,11.1,215.445
2009-08-15,5.29,11.1,215.445
2009-08-22,5.12,11.1,215.445
2009-08-29,5.14,11.1,215.445
2009-09-03,5.14,11.1,215.861
2009-09-05,5.08,11.1,215.861
2009-09-12,5.07,11.1,215.861
2009-09-19,5.04,11.1,215.861
2009-09-26,5.04,11.1,215.861
2009-10-03,4.94,10.7,216.509
2009-10-10,4.87,10.7,216.509
2009-10-17,4.92,10.7,216.509
2009-10-24,5.0,10.7,216.509
2009-10-31,5.03,10.7,216.509
2009-11-03,5.03,10.7,217.234
2009-11-07,4.98,10.7,217.234
2009-11-14,4.91,10.7,217.234
2009-11-21,4.83,10.7,217.234
2009-11-27,4.78,10.7,217.234
2009-12-03,4.78,10.7,217.347
2009-12-05,4.71,10.7,217.347
2009-12-12,4.81,10.7,217.347
2009-12-19,4.94,10.7,217.347
2009-12-26,5.05,10.7,217.347
2010-01-02,5.14,10.7,217.347
2010-01-03,5.14,10.6,217.488
2010-01-09,5.09,10.6,217.488
2010-01-16,5.06,10.6,217.488
2010-01-23,4.99,10.6,217.488
2010-01-30,4.98,10.6,217.488
2010-02-03,4.98,10.6,217.281
2010-02-06,5.01,10.6,217.281
2010-02-13,4.97,10.6,217.281
2010-02-20,4.93,10.6,217.281
2010-02-27,5.05,10.6,217.281
2010-03-03,5.05,10.6,217.353
2010-03-06,4.97,10.6,217.353
2010-03-13,4.95,10.6,217.353
2010-03-20,4.96,10.6,217.353
2010-03-27,4.99,10.6,217.353
2010-04-03,5.08,10.6,217.403
2010-04-10,5.21,10.6,217.403
2010-04-17,5.07,10.6,217.403
2010-04-24,5.07,10.6,217.403
2010-05-01,5.06,10.6,217.403
2010-05-03,5.06,10.6,217.29
2010-05-08,5.0,10.6,217.29
2010-05-15,4.93,10.6,217.29
2010-05-22,4.84,10.6,217.29
2010-05-29,4.78,10.6,217.29
2010-06-03,4.78,10.6,217.199
2010-06-05,4.79,10.6,217.199
2010-06-12,4.72,10.6,217.199
2010-06-19,4.75,10.6,217.199
2010-06-26,4.69,10.6,217.199
2010-07-03,4.58,10.3,217.605
2010-07-10,4.57,10.3,217.605
2010-07-17,4.57,10.3,217.605
2010-07-24,4.56,10.3,217.605
2010-07-31,4.54,10.3,217.605
2010-08-03,4.54,10.3,217.923
2010-08-07,4.49,10.3,217.923
2010-08-14,4.44,10.3,217.923
2010-08-21,4.42,10.3,217.923
2010-08-28,4.36,10.3,217.923
2010-09-03,4.36,10.3,218.275
2010-09-04,4.32,10.3,218.275
2010-09-11,4.35,10.3,218.275
2010-09-18,4.37,10.3,218.275
2010-09-25,4.37,10.3,218.275
2010-10-02,4.32,10.3,218.275
2010-10-03,4.32,9.4,219.035
2010-10-09,4.27,9.4,219.035
2010-10-16,4.19,9.4,219.035
2010-10-23,4.21,9.4,219.035
2010-10-30,4.23,9.4,219.035
2010-11-03,4.23,9.4,219.59
2010-11-06,4.24,9.4,219.59
2010-11-13,4.17,9.4,219.59
2010-11-20,4.39,9.4,219.59
2010-11-26,4.4,9.4,219.59
2010-12-03,4.4,9.4,220.472
2010-12-04,4.46,9.4,220.472
2010-12-11,4.61,9.4,220.472
2010-12-18,4.83,9.4,220.472
2010-12-25,4.81,9.4,220.472
2011-01-01,4.86,9.4,220.472
2011-01-03,4.86,9.7,221.187
2011-01-08,4.77,9.7,221.187
2011-01-15,4.71,9.7,221.187
2011-01-22,4.74,9.7,221.187
2011-01-29,4.8,9.7,221.187
2011-02-03,4.8,9.7,221.898
2011-02-05,4.81,9.7,221.898
2011-02-12,5.05,9.7,221.898
2011-02-19,5.0,9.7,221.898
2011-02-26,4.95,9.7,221.898
2011-03-03,4.95,9.7,223.046
2011-03-05,4.87,9.7,223.046
2011-03-12,4.88,9.7,223.046
2011-03-19,4.76,9.7,223.046
2011-03-26,4.81,9.7,223.046
2011-04-02,4.86,9.7,223.046
2011-04-03,4.86,9.2,224.093
2011-04-09,4.87,9.2,224.093
2011-04-16,4.91,9.2,224.093
2011-04-23,4.8,9.2,224.093
2011-04-30,4.78,9.2,224.093
2011-05-03,4.78,9.2,224.806
2011-05-07,4.71,9.2,224.806
2011-05-14,4.63,9.2,224.806
2011-05-21,4.61,9.2,224.806
2011-05-28,4.6,9.2,224.806
2011-06-03,4.6,9.2,224.806
2011-06-04,4.55,9.2,224.806
2011-06-11,4.49,9.2,224.806
2011-06-18,4.5,9.2,224.806
2011-06-25,4.5,9.2,224.806
2011-07-02,4.51,9.2,224.806
2011-07-03,4.51,9.8,225.395
2011-07-09,4.6,9.8,225.395
2011-07-16,4.51,9.8,225.395
2011-07-23,4.52,9.8,225.395
2011-07-30,4.55,9.8,225.395
2011-08-03,4.55,9.8,226.106
2011-08-06,4.39,9.8,226.106
2011-08-13,4.32,9.8,226.106
2011-08-20,4.15,9.8,226.106
2011-08-27,4.22,9.8,226.106
2011-09-03,4.22,9.8,226.597
2011-09-10,4.12,9.8,226.597
2011-09-17,4.09,9.8,226.597
2011-09-24,4.09,9.8,226.597
2011-10-01,4.01,9.8,226.597
2011-10-03,4.01,9.4,226.75
2011-10-08,3.94,9.4,226.75
2011-10-15,4.12,9.4,226.75
2011-10-22,4.11,9.4,226.75
2011-10-29,4.1,9.4,226.75
2011-11-03,4.1,9.4,227.169
2011-11-05,4.0,9.4,227.169
2011-11-12,3.99,9.4,227.169
2011-11-19,4.0,9.4,227.169
2011-11-25,3.98,9.4,227.169
2011-12-03,4.0,9.4,227.223
2011-12-10,3.99,9.4,227.223
2011-12-17,3.94,9.4,227.223
2011-12-24,3.91,9.4,227.223
2011-12-31,3.95,9.4,227.223
2012-01-03,3.95,8.8,227.842
2012-01-07,3.91,8.8,227.842
2012-01-14,3.89,8.8,227.842
2012-01-21,3.88,8.8,227.842
2012-01-28,3.98,8.8,227.842
2012-02-03,3.98,8.8,228.329
2012-02-04,3.87,8.8,228.329
2012-02-11,3.87,8.8,228.329
2012-02-18,3.87,8.8,228.329
2012-02-25,3.95,8.8,228.329
2012-03-03,3.9,8.8,228.807
2012-03-10,3.88,8.8,228.807
2012-03-17,3.92,8.8,228.807
2012-03-24,4.08,8.8,228.807
2012-03-31,3.99,8.8,228.807
2012-04-03,3.99,8.6,229.187
2012-04-07,3.98,8.6,229.187
2012-04-14,3.88,8.6,229.187
2012-04-21,3.9,8.6,229.187
2012-04-28,3.88,8.6,229.187
2012-05-03,3.88,8.6,228.713
2012-05-05,3.84,8.6,228.713
2012-05-12,3.83,8.6,228.713
2012-05-19,3.79,8.6,228.713
2012-05-26,3.78,8.6,228.713
2012-06-02,3.75,8.6,228.713
2012-06-03,3.75,8.6,228.524
2012-06-09,3.67,8.6,228.524
2012-06-16,3.71,8.6,228.524
2012-06-23,3.66,8.6,228.524
2012-06-30,3.66,8.6,228.524
2012-07-03,3.66,8.6,228.59
2012-07-07,3.62,8.6,228.59
2012-07-14,3.56,8.6,228.59
2012-07-21,3.53,8.6,228.59
2012-07-28,3.49,8.6,228.59
2012-08-03,3.49,8.6,229.918
2012-08-04,3.55,8.6,229.918
2012-08-11,3.59,8.6,229.918
2012-08-18,3.62,8.6,229.918
2012-08-25,3.66,8.6,229.918
2012-09-01,3.59,8.6,229.918
2012-09-03,3.59,8.6,231.015
2012-09-08,3.55,8.6,231.015
2012-09-15,3.55,8.6,231.015
2012-09-22,3.49,8.6,231.015
2012-09-29,3.4,8.6,231.015
2012-10-03,3.4,8.7,231.638
2012-10-06,3.36,8.7,231.638
2012-10-13,3.39,8.7,231.638
2012-10-20,3.37,8.7,231.638
2012-10-27,3.41,8.7,231.638
2012-11-03,3.39,8.7,231.249
2012-11-10,3.4,8.7,231.249
2012-11-17,3.34,8.7,231.249
2012-11-23,3.31,8.7,231.249
2012-12-01,3.32,8.7,231.249
2012-12-03,3.32,8.7,231.221
2012-12-08,3.34,8.7,231.221
2012-12-15,3.32,8.7,231.221
2012-12-22,3.37,8.7,231.221
2012-12-29,3.35,8.7,231.221
2013-01-03,3.35,8.6,231.679
2013-01-05,3.34,8.6,231.679
2013-01-12,3.4,8.6,231.679
2013-01-19,3.38,8.6,231.679
2013-01-26,3.42,8.6,231.679
2013-02-02,3.53,8.6,231.679
2013-02-03,3.53,8.6,232.937
2013-02-09,3.53,8.6,232.937
2013-02-16,3.53,8.6,232.937
2013-02-23,3.56,8.6,232.937
2013-03-02,3.51,8.6,232.937
2013-03-03,3.51,8.6,232.282
2013-03-09,3.52,8.6,232.282
2013-03-16,3.63,8.6,232.282
2013-03-23,3.54,8.6,232.282
2013-03-30,3.57,8.6,232.282
2013-04-03,3.57,8.2,231.797
2013-04-06,3.54,8.2,231.797
2013-04-13,3.43,8.2,231.797
2013-04-20,3.41,8.2,231.797
2013-04-27,3.4,8.2,231.797
2013-05-03,3.4,8.2,231.893
2013-05-04,3.35,8.2,231.893
2013-05-11,3.42,8.2,231.893
2013-05-18,3.51,8.2,231.893
2013-05-25,3.59,8.2,231.893
2013-06-01,3.81,8.2,231.893
2013-06-03,3.81,8.2,232.445
2013-06-08,3.91,8.2,232.445
2013-06-15,3.98,8.2,232.445
2013-06-22,3.93,8.2,232.445
2013-06-29,4.46,8.2,232.445
2013-07-03,4.46,8.3,232.9
2013-07-05,4.29,8.3,232.9
2013-07-13,4.51,8.3,232.9
2013-07-20,4.37,8.3,232.9
2013-07-27,4.31,8.3,232.9
2013-08-03,4.39,8.3,233.456
2013-08-10,4.4,8.3,233.456
2013-08-17,4.4,8.3,233.456
2013-08-24,4.58,8.3,233.456
2013-08-31,4.51,8.3,233.456
2013-09-03,4.51,8.3,233.544
2013-09-07,4.57,8.3,233.544
2013-09-14,4.57,8.3,233.544
2013-09-21,4.5,8.3,233.544
2013-09-28,4.32,8.3,233.544
2013-10-03,4.32,8.2,233.669
2013-10-05,4.22,8.2,233.669
2013-10-12,4.23,8.2,233.669
2013-10-19,4.28,8.2,233.669
2013-10-26,4.13,8.2,233.669
2013-11-02,4.1,8.2,233.669
2013-11-03,4.1,8.2,234.1
2013-11-09,4.16,8.2,234.1
2013-11-16,4.35,8.2,234.1
2013-11-23,4.22,8.2,234.1
2013-11-29,4.29,8.2,234.1
2013-12-03,4.29,8.2,234.719
2013-12-07,4.46,8.2,234.719
2013-12-14,4.42,8.2,234.719
2013-12-21,4.47,8.2,234.719
2013-12-28,4.48,8.2,234.719
2014-01-03,4.48,8.3,235.288
2014-01-04,4.53,8.3,235.288
2014-01-11,4.51,8.3,235.288
2014-01-18,4.41,8.3,235.288
2014-01-25,4.39,8.3,235.288
2014-02-01,4.32,8.3,235.288
2014-02-03,4.32,8.3,235.547
2014-02-08,4.23,8.3,235.547
2014-02-15,4.28,8.3,235.547
2014-02-22,4.33,8.3,235.547
2014-03-01,4.37,8.3,235.547
2014-03-03,4.37,8.3,236.028
2014-03-08,4.28,8.3,236.028
2014-03-15,4.37,8.3,236.028
2014-03-22,4.32,8.3,236.028
2014-03-29,4.4,8.3,236.028
2014-04-03,4.4,7.5,236.468
2014-04-05,4.41,7.5,236.468
2014-04-12,4.34,7.5,236.468
2014-04-19,4.27,7.5,236.468
2014-04-26,4.33,7.5,236.468
2014-05-03,4.29,7.5,236.918
2014-05-10,4.21,7.5,236.918
2014-05-17,4.2,7.5,236.918
2014-05-24,4.14,7.5,236.918
2014-05-31,4.12,7.5,236.918
2014-06-03,4.12,7.5,237.231
2014-06-07,4.14,7.5,237.231
2014-06-14,4.2,7.5,237.231
2014-06-21,4.17,7.5,237.231
2014-06-28,4.14,7.5,237.231
2014-07-03,4.14,7.4,237.498
2014-07-05,4.12,7.4,237.498
2014-07-12,4.15,7.4,237.498
2014-07-19,4.13,7.4,237.498
2014-07-26,4.13,7.4,237.498
2014-08-02,4.12,7.4,237.498
2014-08-03,4.12,7.4,237.46
2014-08-09,4.14,7.4,237.46
2014-08-16,4.12,7.4,237.46
2014-08-23,4.1,7.4,237.46
2014-08-30,4.1,7.4,237.46
2014-09-03,4.1,7.4,237.477
2014-09-06,4.1,7.4,237.477
2014-09-13,4.12,7.4,237.477
2014-09-20,4.23,7.4,237.477
2014-09-27,4.2,7.4,237.477
2014-10-03,4.2,7.0,237.43
2014-10-04,4.19,7.0,237.43
2014-10-11,4.12,7.0,237.43
2014-10-18,3.97,7.0,237.43
2014-10-25,3.92,7.0,237.43
2014-11-01,3.98,7.0,237.43
2014-11-03,3.98,7.0,236.983
2014-11-08,4.02,7.0,236.983
2014-11-15,4.01,7.0,236.983
2014-11-22,3.99,7.0,236.983
2014-11-28,3.97,7.0,236.983
2014-12-03,3.97,7.0,236.252
2014-12-06,3.89,7.0,236.252
2014-12-13,3.93,7.0,236.252
2014-12-20,3.8,7.0,236.252
2014-12-26,3.83,7.0,236.252
2015-01-02,3.87,7.0,236.252
2015-01-03,3.87,7.1,234.747
2015-01-10,3.73,7.1,234.747
2015-01-17,3.66,7.1,234.747
2015-01-24,3.63,7.1,234.747
2015-01-31,3.66,7.1,234.747
2015-02-03,3.66,7.1,235.342
2015-02-07,3.59,7.1,235.342
2015-02-14,3.69,7.1,235.342
2015-02-21,3.76,7.1,235.342
2015-02-28,3.8,7.1,235.342
2015-03-03,3.8,7.1,235.976
2015-03-07,3.75,7.1,235.976
2015-03-14,3.86,7.1,235.976
2015-03-21,3.78,7.1,235.976
2015-03-28,3.69,7.1,235.976
2015-04-03,3.69,6.8,236.222
2015-04-04,3.7,6.8,236.222
2015-04-11,3.66,6.8,236.222
2015-04-18,3.67,6.8,236.222
2015-04-25,3.65,6.8,236.222
2015-05-02,3.68,6.8,236.222
2015-05-03,3.68,6.8,237.001
2015-05-09,3.8,6.8,237.001
2015-05-16,3.85,6.8,237.001
2015-05-23,3.84,6.8,237.001
2015-05-30,3.87,6.8,237.001
2015-06-03,3.87,6.8,237.657
2015-06-06,3.87,6.8,237.657
2015-06-13,4.04,6.8,237.657
2015-06-20,4.0,6.8,237.657
2015-06-27,4.02,6.8,237.657
2015-07-03,4.02,7.3,238.034
2015-07-04,4.08,7.3,238.034
2015-07-11,4.04,7.3,238.034
2015-07-18,4.09,7.3,238.034
2015-07-25,4.04,7.3,238.034
2015-08-01,3.98,7.3,238.034
2015-08-03,3.98,7.3,238.033
2015-08-08,3.91,7.3,238.033
2015-08-15,3.94,7.3,238.033
2015-08-22,3.93,7.3,238.033
2015-08-29,3.84,7.3,238.033
2015-09-03,3.84,7.3,237.498
2015-09-05,3.89,7.3,237.498
2015-09-12,3.9,7.3,237.498
2015-09-19,3.91,7.3,237.498
2015-09-26,3.86,7.3,237.498
2015-10-03,3.85,7.0,237.733
2015-10-10,3.76,7.0,237.733
2015-10-17,3.82,7.0,237.733
2015-10-24,3.79,7.0,237.733
2015-10-31,3.76,7.0,237.733
2015-11-03,3.76,7.0,238.017
2015-11-07,3.87,7.0,238.017
2015-11-14,3.98,7.0,238.017
2015-11-21,3.97,7.0,238.017
2015-11-27,3.95,7.0,238.017
2015-12-03,3.95,7.0,237.761
2015-12-05,3.93,7.0,237.761
2015-12-12,3.95,7.0,237.761
2015-12-19,3.97,7.0,237.761
2015-12-26,3.96,7.0,237.761
2016-01-02,4.01,7.0,237.761
2016-01-03,4.01,7.0,237.652
2016-01-09,3.97,7.0,237.652
2016-01-16,3.92,7.0,237.652
2016-01-23,3.81,7.0,237.652
2016-01-30,3.79,7.0,237.652
2016-02-03,3.79,7.0,237.336
2016-02-06,3.72,7.0,237.336
2016-02-13,3.65,7.0,237.336
2016-02-20,3.65,7.0,237.336
2016-02-27,3.62,7.0,237.336
2016-03-03,3.62,7.0,238.08
2016-03-05,3.64,7.0,238.08
2016-03-12,3.68,7.0,238.08
2016-03-19,3.73,7.0,238.08
2016-03-26,3.71,7.0,238.08
2016-04-02,3.71,7.0,238.08
2016-04-03,3.71,6.7,238.992
2016-04-09,3.59,6.7,238.992
2016-04-16,3.58,6.7,238.992
2016-04-23,3.59,6.7,238.992
2016-04-30,3.66,6.7,238.992
2016-05-03,3.66,6.7,239.557
2016-05-07,3.61,6.7,239.557
2016-05-14,3.57,6.7,239.557
2016-05-21,3.58,6.7,239.557
2016-05-28,3.64,6.7,239.557
2016-06-03,3.64,6.7,240.222
2016-06-04,3.66,6.7,240.222
2016-06-11,3.6,6.7,240.222
2016-06-18,3.54,6.7,240.222
2016-06-25,3.56,6.7,240.222
2016-07-02,3.48,6.7,240.222
2016-07-03,3.48,6.8,240.101
2016-07-09,3.41,6.8,240.101
2016-07-16,3.42,6.8,240.101
2016-07-23,3.45,6.8,240.101
2016-07-30,3.48,6.8,240.101
2016-08-03,3.48,6.8,240.545
2016-08-06,3.43,6.8,240.545
2016-08-13,3.45,6.8,240.545
2016-08-20,3.43,6.8,240.545
2016-08-27,3.43,6.8,240.545
2016-09-03,3.46,6.8,241.176
2016-09-10,3.44,6.8,241.176
2016-09-17,3.5,6.8,241.176
2016-09-24,3.48,6.8,241.176
2016-10-01,3.42,6.8,241.176
2016-10-03,3.42,6.9,241.741
2016-10-08,3.42,6.9,241.741
2016-10-15,3.47,6.9,241.741
2016-10-22,3.52,6.9,241.741
2016-10-29,3.47,6.9,241.741
2016-11-03,3.47,6.9,242.026
2016-11-05,3.54,6.9,242.026
2016-11-12,3.57,6.9,242.026
2016-11-19,3.94,6.9,242.026
2016-11-25,4.03,6.9,242.026
2016-12-03,4.08,6.9,242.637
2016-12-10,4.13,6.9,242.637
2016-12-17,4.16,6.9,242.637
2016-12-24,4.3,6.9,242.637
2016-12-31,4.32,6.9,242.637
2017-01-03,4.32,7.0,243.618
2017-01-07,4.2,7.0,243.618
2017-01-14,4.12,7.0,243.618
2017-01-21,4.09,7.0,243.618
2017-01-28,4.19,7.0,243.618
2017-02-03,4.19,7.0,244.006
2017-02-04,4.19,7.0,244.006
2017-02-11,4.17,7.0,244.006
2017-02-18,4.15,7.0,244.006
2017-02-25,4.16,7.0,244.006
2017-03-03,4.16,7.0,243.892
2017-03-04,4.1,7.0,243.892
2017-03-11,4.21,7.0,243.892
2017-03-18,4.3,7.0,243.892
2017-03-25,4.23,7.0,243.892
2017-04-01,4.14,7.0,243.892
2017-04-03,4.14,7.3,244.193
2017-04-08,4.1,7.3,244.193
2017-04-15,4.08,7.3,244.193
2017-04-22,3.97,7.3,244.193
2017-04-29,4.03,7.3,244.193
2017-05-03,4.03,7.3,244.004
2017-05-06,4.02,7.3,244.004
2017-05-13,4.05,7.3,244.004
2017-05-20,4.02,7.3,244.004
2017-05-27,3.95,7.3,244.004
2017-06-03,3.94,7.3,244.163
2017-06-10,3.89,7.3,244.163
2017-06-17,3.91,7.3,244.163
2017-06-24,3.9,7.3,244.163
2017-07-01,3.88,7.3,244.163
2017-07-03,3.88,7.5,244.243
2017-07-08,3.96,7.5,244.243
2017-07-15,4.03,7.5,244.243
2017-07-22,3.96,7.5,244.243
2017-07-29,3.92,7.5,244.243
2017-08-03,3.92,7.5,245.183
2017-08-05,3.93,7.5,245.183
2017-08-12,3.9,7.5,245.183
2017-08-19,3.89,7.5,245.183
2017-08-26,3.86,7.5,245.183
2017-09-02,3.82,7.5,245.183
2017-09-03,3.82,7.5,246.435
2017-09-09,3.78,7.5,246.435
2017-09-16,3.78,7.5,246.435
2017-09-23,3.83,7.5,246.435
2017-09-30,3.83,7.5,246.435
2017-10-03,3.83,6.9,246.626
2017-10-07,3.85,6.9,246.626
2017-10-14,3.91,6.9,246.626
2017-10-21,3.88,6.9,246.626
2017-10-28,3.94,6.9,246.626
2017-11-03,3.94,6.9,247.284
2017-11-04,3.94,6.9,247.284
2017-11-11,3.9,6.9,247.284
2017-11-18,3.95,6.9,247.284
2017-11-24,3.92,6.9,247.284
2017-12-02,3.9,6.9,247.284
2017-12-03,3.9,6.9,247.805
2017-12-09,3.94,6.9,247.805
2017-12-16,3.93,6.9,247.805
2017-12-23,3.94,6.9,247.805
2017-12-30,3.99,6.9,247.805
2018-01-03,3.99,7.0,248.743
2018-01-06,3.95,7.0,248.743
2018-01-13,3.99,7.0,248.743
2018-01-20,4.04,7.0,248.743
2018-01-27,4.15,7.0,248.743
2018-02-03,4.22,7.0,249.439
2018-02-10,4.32,7.0,249.439
2018-02-17,4.38,7.0,249.439
2018-02-24,4.4,7.0,249.439
2018-03-03,4.43,7.0,249.581
2018-03-10,4.46,7.0,249.581
2018-03-17,4.44,7.0,249.581
2018-03-24,4.45,7.0,249.581
2018-03-31,4.44,7.0,249.581
2018-04-03,4.44,6.8,250.146
2018-04-07,4.4,6.8,250.146
2018-04-14,4.42,6.8,250.146
2018-04-21,4.47,6.8,250.146
2018-04-28,4.58,6.8,250.146
2018-05-03,4.58,6.8,250.779
2018-05-05,4.55,6.8,250.779
2018-05-12,4.55,6.8,250.779
2018-05-19,4.61,6.8,250.779
2018-05-26,4.66,6.8,250.779
2018-06-02,4.56,6.8,250.779
2018-06-03,4.56,6.8,251.118
2018-06-09,4.54,6.8,251.118
2018-06-16,4.62,6.8,251.118
2018-06-23,4.57,6.8,251.118
2018-06-30,4.55,6.8,251.118
2018-07-03,4.55,7.1,251.323
2018-07-07,4.52,7.1,251.323
2018-07-14,4.53,7.1,251.323
2018-07-21,4.52,7.1,251.323
2018-07-28,4.54,7.1,251.323
2018-08-03,4.54,7.1,251.749
2018-08-04,4.6,7.1,251.749
2018-08-11,4.59,7.1,251.749
2018-08-18,4.53,7.1,251.749
2018-08-25,4.51,7.1,251.749
2018-09-01,4.52,7.1,251.749
2018-09-03,4.52,7.1,252.239
2018-09-08,4.54,7.1,252.239
2018-09-15,4.6,7.1,252.239
2018-09-22,4.65,7.1,252.239
2018-09-29,4.72,7.1,252.239
2018-10-03,4.72,6.6,252.862
2018-10-06,4.71,6.6,252.862
2018-10-13,4.9,6.6,252.862
2018-10-20,4.85,6.6,252.862
2018-10-27,4.86,6.6,252.862
2018-11-03,4.83,6.6,252.657
2018-11-10,4.94,6.6,252.657
2018-11-17,4.94,6.6,252.657
2018-11-23,4.81,6.6,252.657
2018-12-01,4.81,6.6,252.657
2018-12-03,4.81,6.6,252.551
2018-12-08,4.75,6.6,252.551
2018-12-15,4.63,6.6,252.551
2018-12-22,4.62,6.6,252.551
2018-12-29,4.55,6.6,252.551
2019-01-03,4.55,7.0,252.47
2019-01-05,4.51,7.0,252.47
2019-01-12,4.45,7.0,252.47
2019-01-19,4.45,7.0,252.47
2019-01-26,4.45,7.0,252.47
2019-02-02,4.46,7.0,252.47
2019-02-03,4.46,7.0,253.135
2019-02-09,4.41,7.0,253.135
2019-02-16,4.37,7.0,253.135
2019-02-23,4.35,7.0,253.135
2019-03-02,4.35,7.0,253.135
2019-03-03,4.35,7.0,254.273
2019-03-09,4.41,7.0,254.273
2019-03-16,4.31,7.0,254.273
2019-03-23,4.28,7.0,254.273
2019-03-30,4.06,7.0,254.273
2019-04-03,4.06,6.8,255.163
2019-04-06,4.08,6.8,255.163
2019-04-13,4.12,6.8,255.163
2019-04-20,4.17,6.8,255.163
2019-04-27,4.2,6.8,255.163
2019-05-03,4.2,6.8,255.325
2019-05-04,4.14,6.8,255.325
2019-05-11,4.1,6.8,255.325
2019-05-18,4.07,6.8,255.325
2019-05-25,4.06,6.8,255.325
2019-06-01,3.99,6.8,255.325
2019-06-03,3.99,6.8,255.361
2019-06-08,3.82,6.8,255.361
2019-06-15,3.82,6.8,255.361
2019-06-22,3.84,6.8,255.361
2019-06-29,3.73,6.8,255.361
2019-07-03,3.73,6.8,255.9
2019-07-05,3.75,6.8,255.9
2019-07-13,3.75,6.8,255.9
2019-07-20,3.81,6.8,255.9
2019-07-27,3.75,6.8,255.9
2019-08-03,3.75,6.8,256.179
2019-08-10,3.6,6.8,256.179
2019-08-17,3.6,6.8,256.179
2019-08-24,3.55,6.8,256.179
2019-08-31,3.58,6.8,256.179
2019-09-03,3.58,6.8,256.596
2019-09-07,3.49,6.8,256.596
2019-09-14,3.56,6.8,256.596
2019-09-21,3.73,6.8,256.596
2019-09-28,3.64,6.8,256.596
2019-10-03,3.64,6.4,257.305
2019-10-05,3.65,6.4,257.305
2019-10-12,3.57,6.4,257.305
2019-10-19,3.69,6.4,257.305
2019-10-26,3.75,6.4,257.305
2019-11-02,3.78,6.4,257.305
2019-11-03,3.78,6.4,257.788
2019-11-09,3.69,6.4,257.788
2019-11-16,3.75,6.4,257.788
2019-11-23,3.66,6.4,257.788
2019-11-29,3.68,6.4,257.788
2019-12-03,3.68,6.4,258.263
2019-12-07,3.68,6.4,258.263
2019-12-14,3.73,6.4,258.263
2019-12-21,3.73,6.4,258.263
2019-12-28,3.74,6.4,258.263
2020-01-03,3.74,6.6,258.682
2020-01-04,3.72,6.6,258.682
2020-01-11,3.64,6.6,258.682
2020-01-18,3.65,6.6,258.682
2020-01-25,3.6,6.6,258.682
2020-02-01,3.51,6.6,258.682
2020-02-03,3.51,6.6,259.007
2020-02-08,3.45,6.6,259.007
2020-02-15,3.47,6.6,259.007
2020-02-22,3.49,6.6,259.007
2020-02-29,3.45,6.6,259.007
2020-03-03,3.45,6.6,258.165
2020-03-07,3.29,6.6,258.165
2020-03-14,3.36,6.6,258.165
2020-03-21,3.65,6.6,258.165
2020-03-28,3.5,6.6,258.165
2020-04-03,3.5,5.7,256.094
2020-04-04,3.33,5.7,256.094
2020-04-11,3.33,5.7,256.094
2020-04-18,3.31,5.7,256.094
2020-04-25,3.33,5.7,256.094
2020-05-02,3.23,5.7,256.094
2020-05-03,3.23,5.7,255.944
2020-05-09,3.26,5.7,255.944
2020-05-16,3.28,5.7,255.944
2020-05-23,3.24,5.7,255.944
2020-05-30,3.15,5.7,255.944
2020-06-03,3.15,5.7,257.217
2020-06-06,3.18,5.7,257.217
2020-06-13,3.21,5.7,257.217
2020-06-20,3.13,5.7,257.217
2020-06-27,3.13,5.7,257.217
2020-07-03,3.13,6.4,258.543
2020-07-04,3.07,6.4,258.543
2020-07-11,3.03,6.4,258.543
2020-07-18,2.98,6.4,258.543
2020-07-25,3.01,6.4,258.543
2020-08-01,2.99,6.4,258.543
2020-08-03,2.99,6.4,259.58
2020-08-08,2.88,6.4,259.58
2020-08-15,2.96,6.4,259.58
2020-08-22,2.99,6.4,259.58
2020-08-29,2.91,6.4,259.58
2020-09-03,2.91,6.4,260.19
2020-09-05,2.93,6.4,260.19
2020-09-12,2.86,6.4,260.19
2020-09-19,2.87,6.4,260.19
2020-09-26,2.9,6.4,260.19
2020-10-03,2.88,6.5,260.352
2020-10-10,2.87,6.5,260.352
